country,year,education,innovation,competitiveness,military,trade_share,reserve_currency_proxy,financial_center_proxy,debt,mask_education,mask_innovation,mask_competitiveness,mask_military,mask_trade_share,mask_reserve_currency_proxy,mask_financial_center_proxy,mask_debt
CHN,2009,7.968660451363414,100.3820569282005,48.40922714488268,3.262138150321297,79.14375712036353,0.18942730327418777,39.82362566458195,45.14105420788692,False,False,False,False,False,False,False,False
CHN,2010,7.650137246003707,100.08559196429368,49.66301585092751,3.433709120140033,75.75599081911578,0.32725452780659603,22.42404468900724,50.4674970697781,False,False,False,False,False,False,False,False
CHN,2011,7.790981772636209,88.10956005439932,40.68532272495732,3.4061381398890647,56.20138746867144,0.1,18.736994905151157,47.99509342294005,False,False,False,False,False,False,False,False
CHN,2012,8.843570817536282,100.35265590277979,50.23210492294285,3.2416147396015207,71.70203076538834,0.44289839657491753,34.630887737658206,52.63766656188052,False,False,False,False,False,False,False,False
CHN,2013,7.300716213090429,100.22518769467622,48.04807229263452,3.3538623848705913,80.38817302355862,0.25071496507668867,28.80525976566795,41.36974535183361,False,False,False,False,False,False,False,False
CHN,2014,7.711614334715834,100.3021564903303,50.29799691628768,3.725416137011537,74.69900992843323,0.6711796005779478,21.862287810584185,45.192339786645526,False,False,False,False,False,False,False,False
CHN,2015,8.319296229388687,99.33539197509242,48.04449167659352,3.5142196013949243,88.05034247371552,0.32693243914305536,32.64902088957641,50.7662744826316,False,False,False,False,False,False,False,False
CHN,2016,8.28853606359027,99.9187818455828,51.11343762011393,3.318804443985254,80.6927182997832,0.45329682938237614,31.68801331037601,43.35249213551013,False,False,False,False,False,False,False,False
CHN,2017,8.197226071189148,99.8316062076719,52.61337411029508,3.402192940349648,63.69500371857717,0.19757410672477876,30.092091895947757,51.70574924910113,False,False,False,False,False,False,False,False
CHN,2018,8.414702790591745,99.11554587639685,45.564241262660474,3.843126212962079,85.06225492885028,1.1812078573413187,27.70319550229878,41.60062252214083,False,False,False,False,False,False,False,False
CHN,2019,8.035783118609697,99.80893702129396,53.112619832773696,3.346995080343576,77.84100051765303,0.20637088526530778,33.78494308322676,41.3113387032895,False,False,False,False,False,False,False,False
CHN,2020,7.4681128809667845,82.61558902651905,32.60460265489963,4.304206489856963,52.63343936675748,0.16235328581048708,16.800835685163456,60.836894449405364,False,False,False,False,False,False,False,False
CHN,2021,7.604762772277344,100.1885873428544,54.77955987991819,3.3466352970706446,72.08316143793135,0.4622639239701056,30.278624561443472,49.37676607388379,False,False,False,False,False,False,False,False
CHN,2022,7.920996050710506,99.82924757202103,46.9636868742195,3.003542998440269,69.68031280207157,0.11147636838091518,28.702043243181976,38.98742818752758,False,False,False,False,False,False,False,False
CHN,2023,6.651556678529214,99.97828205339287,55.54686828483604,3.8379695088643273,77.84889047556136,0.1680422273774989,42.8667990162493,45.23687373605795,False,False,False,False,False,False,False,False
DEU,2000,13.059425428230357,99.94225583523043,74.934493459568,1.391315045773247,77.96018226063316,0.9511978965748066,36.23042596248815,49.63304883795925,False,False,False,False,False,False,False,False
DEU,2001,12.577746491584653,99.68887332496365,76.87135678629492,1.7543110189988318,85.77337651234588,0.16128446863483126,27.37739866860113,62.44687280613959,False,False,False,False,False,False,False,False
DEU,2002,12.92790238055256,99.85007167698016,74.27806766836184,1.7318659606728497,84.74481006374707,0.40713606820580295,31.63066511121059,53.74443211807348,False,False,False,False,False,False,False,False
DEU,2003,12.843183093844289,100.41960369033475,71.8867416529522,1.621201990269128,63.344564736930224,1.0089369104870114,27.275404565955252,61.99568057176035,False,False,False,False,False,False,False,False
DEU,2004,13.034268294598611,100.06012070458475,75.61560353778412,1.1579663214686748,81.36692350502354,0.44480499909419624,27.301201598453193,56.108476372988434,False,False,False,False,False,False,False,False
DEU,2005,13.058753576529304,99.60865088895399,77.05831127465129,1.5945194964826086,82.048237874511,0.7948072951836542,20.795628843341774,53.60211516632149,False,False,False,False,False,False,False,False
DEU,2006,13.155297706140736,99.70970247473862,73.7769643940161,1.2186677806303554,72.19301397618133,0.8160925389823519,32.466589504404446,60.92418061847437,False,False,False,False,False,False,False,False
DEU,2007,12.827308652128668,100.04880392585814,77.29854665257135,1.3593647149748225,79.7200920760243,1.031240190690653,33.538759677277376,57.18766612052866,False,False,False,False,False,False,False,False
DEU,2008,12.131619549571946,83.4724044941168,56.88686118776793,1.7540651730709467,56.46827630947244,0.683175723585147,20.50176646364671,77.24691649121631,False,False,False,False,False,False,False,False
DEU,2009,13.128885465739776,100.08307507486525,72.83788691918348,1.7106305706665808,79.68355876914676,0.7044502092117874,34.69141902987999,57.41977635891313,False,False,False,False,False,False,False,False
DEU,2010,12.869651131770306,99.87633115061254,77.51151225114704,1.3210785395560993,91.57582307482986,0.5589664329534724,31.335251329346296,64.44815397811719,False,False,False,False,False,False,False,False
DEU,2011,12.24320408497567,88.375049092023,60.651646941835395,1.888781657319343,58.091344669883306,0.9360153431353102,19.529346140164495,69.137470807723,False,False,False,False,False,False,False,False
DEU,2012,12.69875776997438,99.69288097395835,74.93063022522644,1.5468429465073041,87.87457918781267,0.43580334673234733,24.386389892188507,61.912048730920255,False,False,False,False,False,False,False,False
DEU,2013,13.049935662463916,100.19698050560326,73.72452003149736,1.3938006089996364,74.90090298154786,0.8567049593322655,37.102521239949276,57.146268531252616,False,False,False,False,False,False,False,False
DEU,2014,12.83433308671571,100.25317272710221,78.09501040266012,1.8591755346191043,75.09769047612491,0.38368953201920475,31.429326953624525,61.67228394993513,False,False,False,False,False,False,False,False
DEU,2015,12.946915831751785,99.68068110218462,74.93374605425241,1.8589115727035574,75.85910960771062,0.5671363854916696,42.63466212936811,57.3456561353984,False,False,False,False,False,False,False,False
DEU,2016,13.204567446887893,100.73868293029442,76.18130966138462,1.7217407161165816,86.56385744957892,0.6521822093321893,36.91079495518763,63.24354943794821,False,False,False,False,False,False,False,False
DEU,2017,12.949864575904943,100.05868547457332,75.7373466177458,1.4213322375345279,81.52879254415923,0.5139309644468446,33.22742090570538,70.8162736165273,False,False,False,False,False,False,False,False
DEU,2018,13.074815105113226,100.63098131190539,76.21579301943308,1.5373218246312716,76.42853108359577,0.5582269978694923,30.66484837073438,56.499395925304135,False,False,False,False,False,False,False,False
DEU,2019,12.832323445818524,100.15088475002581,78.13104805846868,1.4868499477854025,68.41588879667005,0.1,24.893835914346433,63.541782236496765,False,False,False,False,False,False,False,False
DEU,2020,11.480476899162847,82.28616600367587,55.69929371981965,1.6133796616960947,43.38931112486533,0.29242757903562666,15.836600840895093,78.43555176786579,False,False,False,False,False,False,False,False
DEU,2021,12.624538172742866,100.5775058416293,75.68545069275541,1.5913506438307568,85.14178207894035,0.8987457590397294,30.98260584850735,63.54501878794256,False,False,False,False,False,False,False,False
DEU,2022,12.797082309382219,100.72037617316433,75.25620882982157,1.363789668505024,76.43053253428177,0.1,27.738468403754617,47.88060336685522,False,False,False,False,False,False,False,False
DEU,2023,13.23574004759525,100.17018302471399,73.06604771374157,1.490457728771604,79.97117968727545,0.15249059324223718,28.89517913085168,60.134429194972654,False,False,False,False,False,False,False,False
JPN,2000,12.92584678524382,99.72720630080089,72.99675998021017,1.443779941422809,56.57292606130322,5.572582781356159,84.198066309758,64.62316841456385,False,False,False,False,False,False,False,False
JPN,2001,13.017889110976052,99.74122528891778,76.79038644005547,1.627034360336394,67.90436439380595,5.1975996046924,85.20789140949574,60.98955391731324,False,False,False,False,False,False,False,False
JPN,2002,12.804574598915666,99.80644566637827,76.045670976071,1.3852599992122843,70.36525902060427,5.4363236696740325,80.1140104345046,60.600156633591304,False,False,False,False,False,False,False,False
JPN,2003,12.922787038772997,99.33256637044896,74.03362707540126,1.8147973526580066,61.346710911359835,6.047098302612154,83.23604250029389,59.80745765249647,False,False,False,False,False,False,False,False
JPN,2004,13.195696863524025,99.3694431372063,77.95308069945179,1.7760182708294903,62.964181117696434,5.260673765823907,79.92333778702566,65.86364509629682,False,False,False,False,False,False,False,False
JPN,2005,13.231509613194504,98.86058295174797,74.27511811719374,1.2760660210747712,52.231911145674566,6.16082678737852,79.85923826336244,62.385204136115604,False,False,False,False,False,False,False,False
JPN,2006,13.023046567318076,99.48680311032457,71.8868362026805,1.4143769678068174,57.908087193552845,4.650742295681571,79.03509484634785,70.3837399178042,False,False,False,False,False,False,False,False
JPN,2007,13.309085036209552,100.09551566361061,74.85679748117187,1.4925555526980316,64.39584046329348,4.919283419891418,82.74898302410745,61.73244237948996,False,False,False,False,False,False,False,False
JPN,2008,12.53639141851948,83.95309788493985,58.68443788144103,1.3953803197408854,38.25502264036111,6.914031353866786,49.566121915239755,77.47322770543015,False,False,False,False,False,False,False,False
JPN,2009,13.721024675571483,99.97695248118657,77.21105186591596,1.737406061112076,69.80058919380657,3.853654606981312,79.80758496022102,61.6438120515174,False,False,False,False,False,False,False,False
JPN,2010,13.484113380717593,100.18141372060559,77.37894097784928,1.2544784369726014,58.21461897984005,6.37570681331162,79.48078452714839,60.077895237907335,False,False,False,False,False,False,False,False
JPN,2011,12.66965042782944,87.70186960539195,60.452102733789225,1.3095049637976104,53.08758913022184,6.009817089342635,58.06170752268235,68.88349483729912,False,False,False,False,False,False,False,False
JPN,2012,12.583128259970922,99.34184050121725,77.76854563702103,1.6127818240104719,64.55357153872059,5.281191423969376,77.73810623339998,58.59662461566613,False,False,False,False,False,False,False,False
JPN,2013,12.703422667854724,99.55856427311369,76.83663321200463,1.1858998792753646,54.105075638770145,4.775366850002976,80.31612651843788,53.32987252540898,False,False,False,False,False,False,False,False
JPN,2014,12.522101879940498,100.17618989518417,75.44782826812933,1.772828085994769,60.7337850181937,5.543298029036388,77.89402493657974,56.68549541224526,False,False,False,False,False,False,False,False
JPN,2015,12.626841029382614,99.72283792088163,74.41010064341594,1.7495484145347469,54.987917680441456,7.145149127773388,81.9013306427963,62.06899548725749,False,False,False,False,False,False,False,False
JPN,2016,13.013143441593733,99.9411991993486,73.88501642998433,1.2260394040841844,55.17795259218161,6.6391168054440675,81.70694923755583,68.14198311564269,False,False,False,False,False,False,False,False
JPN,2017,12.825495725815406,99.59409730772285,75.06816693651845,1.3460053537882717,61.40271547074449,3.444104353796373,74.01879307228563,61.87028284923786,False,False,False,False,False,False,False,False
JPN,2018,13.50177171605131,100.16760760374642,76.11665382504344,1.5152010782824823,61.01616494421647,3.58628550309502,77.7934101722307,66.18046587605218,False,False,False,False,False,False,False,False
JPN,2019,12.672306170598226,99.87343662012208,77.42619539995837,1.5283433827279809,61.15229469894019,4.690883535797498,82.12432603006577,64.78351158397292,False,False,False,False,False,False,False,False
JPN,2020,11.61542487728133,81.56335559123305,52.06914015526918,1.7457421092669345,39.892141841398896,7.492999517432791,44.135018441603485,75.57205070223625,False,False,False,False,False,False,False,False
JPN,2021,13.08021769422157,100.1286791224784,74.65008048660918,1.3488509681014311,60.16908694421477,4.990881003355796,79.92491912376457,64.08883149600143,False,False,False,False,False,False,False,False
JPN,2022,13.003105785953014,99.47526550705993,73.78097559568144,1.4626057394029108,60.33989954938264,5.529692754356731,80.19342324443036,50.12266716823064,False,False,False,False,False,False,False,False
JPN,2023,12.637091577147668,100.23997149199849,74.57311425813958,1.7981452273699905,60.89200474321267,4.662914028881961,78.15979200937718,58.48765156755936,False,False,False,False,False,False,False,False
GBR,2000,13.04817219431496,100.00121840806136,76.89910827088265,3.054530609465029,69.06497041267663,4.775234598107317,81.62438818461436,63.79577580151324,False,False,False,False,False,False,False,False
GBR,2001,12.827046879781983,98.96358308314204,73.90751110349504,3.6175412016207638,79.87752120661604,5.579291499601088,83.58971450499348,59.20735213486515,False,False,False,False,False,False,False,False
GBR,2002,12.867015324642546,99.64607891438924,72.25619771413729,3.0159315806369777,74.64741809072066,6.039904687396076,82.03377761401781,57.560442959271484,False,False,False,False,False,False,False,False
GBR,2003,13.647192463979652,99.75771403079867,77.6034825787976,3.968453359018056,83.67977714351294,4.322284630247894,78.90403534606368,60.92340152932454,False,False,False,False,False,False,False,False
GBR,2004,12.595862113141091,99.61135438459574,72.90617803463613,3.660995825758186,89.48563323730397,5.718953310665067,82.98814305741745,56.21602455715269,False,False,False,False,False,False,False,False
GBR,2005,12.90319604834736,99.89966679341798,75.91177554416322,4.149500703470325,74.85185415695885,5.927840128081237,84.58540527923759,62.53917878144812,False,False,False,False,False,False,False,False
GBR,2006,12.890514181137135,99.6643161330644,72.91038161195793,2.9100930231871995,78.22997101131382,4.723186700111079,82.58142046507923,57.08461280715531,False,False,False,False,False,False,False,False
GBR,2007,12.949863485864077,100.11303198019532,75.9819499032765,3.7204633358149453,81.44817246962965,3.7031680520441537,81.19906385525792,56.74321553104085,False,False,False,False,False,False,False,False
GBR,2008,12.301766127715682,84.00714724978332,57.36594483282263,4.622945328994448,58.49817841880865,5.381158384882777,47.7507792288292,66.80935093500594,False,False,False,False,False,False,False,False
GBR,2009,12.937293022814192,99.65979181831628,78.33980900870282,3.6184014589468942,89.57305189316521,4.390217095680618,77.64530506075329,63.2414021692193,False,False,False,False,False,False,False,False
GBR,2010,12.73375234665937,99.82501667987063,78.45392770246681,3.3801091443156195,68.65307413653575,3.239191188019224,75.42303105628972,66.31292051713591,False,False,False,False,False,False,False,False
GBR,2011,12.06437600285833,88.90048614855523,64.02906032221132,4.347937538434601,67.02630015693369,5.592526949201183,54.28178234481315,70.78009070127538,False,False,False,False,False,False,False,False
GBR,2012,13.208916234237014,100.3821220834282,72.71662177173299,3.4419021622160844,79.3385545132584,4.878252491616716,76.92743952701238,69.27046283167094,False,False,False,False,False,False,False,False
GBR,2013,12.93205477034505,99.61622430531061,78.76917261186922,3.9629730584816567,81.12708997528964,3.231560634437148,78.60189049439528,52.026484663666025,False,False,False,False,False,False,False,False
GBR,2014,13.154080031970915,99.78691966413524,74.94497018989873,4.031675479000923,75.18230351710575,5.468774256075024,82.29824083515408,66.13466611942154,False,False,False,False,False,False,False,False
GBR,2015,12.969953777056014,99.91853049992922,74.54704221619694,3.6102096520448534,91.94150855167618,4.728876398957431,72.72727921918117,64.42022698180524,False,False,False,False,False,False,False,False
GBR,2016,13.020097215167462,100.20637568708165,71.87490828622691,3.3412841967961118,86.35411743697462,3.7457105768307506,81.39928994730057,59.82179258851258,False,False,False,False,False,False,False,False
GBR,2017,12.779622526960585,99.67589902519424,72.96835636204321,3.5185039549543915,81.4115324422178,4.632972160916678,76.78358296404318,45.39324758252697,False,False,False,False,False,False,False,False
GBR,2018,13.1309679412473,100.36157393643448,76.2383085220104,4.11724864091351,78.53682847116127,6.374876419148185,78.0621074626264,56.004039966748735,False,False,False,False,False,False,False,False
GBR,2019,13.036801094798438,100.64987138338782,74.41637746216891,3.031042757391003,87.06487821717727,4.922162802987198,80.89625872509706,56.24104474952408,False,False,False,False,False,False,False,False
GBR,2020,11.86092282207681,81.5282448231119,57.48501475327762,4.16817571748869,51.547420213900295,5.8527736751222195,42.938142776676195,82.74025119164038,False,False,False,False,False,False,False,False
GBR,2021,12.899567400368039,99.8385406147032,73.0897548413013,3.627079719678038,80.19375565338207,6.412220555415429,76.81281941555936,62.141535486038244,False,False,False,False,False,False,False,False
GBR,2022,13.356215815469426,101.03582545680744,75.38876860315467,3.3940501121567936,81.34768781015691,6.31759753560796,83.9513452020196,59.40965736504461,False,False,False,False,False,False,False,False
GBR,2023,13.389098363968333,99.99085277508044,76.6812400530091,3.664020070460414,76.86593480764942,4.077589815501497,83.65147556247649,67.60658025961226,False,False,False,False,False,False,False,False
FRA,2000,13.121119027100983,99.99032175744364,72.6419204176804,3.8563038165384693,61.69972722927685,0.4223285078887768,34.35648648728622,53.27010159876626,False,False,False,False,False,False,False,False
FRA,2001,12.699900602618328,99.72890201179005,76.02781569931783,3.553874534581879,63.80832881137062,0.832909952586867,33.362868506013655,69.49940967447608,False,False,False,False,False,False,False,False
FRA,2002,13.332124200786092,99.95184753441856,73.92934362809216,3.4728400153087517,64.25671090283424,0.36935408882904697,33.694052404437514,63.07683742006527,False,False,False,False,False,False,False,False
FRA,2003,12.719368389386622,100.43439284647002,75.73457462680268,4.051455103038537,59.883482364673604,0.40904606514971736,24.73158790426823,54.66098539210404,False,False,False,False,False,False,False,False
FRA,2004,13.285092277592073,100.68424534903276,74.79110156292505,3.4493534830429966,60.420312978679085,0.8485634907824571,25.36323432904713,61.191844913673926,False,False,False,False,False,False,False,False
FRA,2005,13.29255928893473,100.20043766797593,69.59353541400152,3.7033625958592724,63.06721559714988,0.9120975635488873,38.06139128994323,66.57457226792023,False,False,False,False,False,False,False,False
FRA,2006,13.022630091670479,99.35921367524114,79.34188543499563,3.447234256270299,60.26161467823472,1.0085153121292258,26.28764707150976,53.399887443896475,False,False,False,False,False,False,False,False
FRA,2007,12.871209332644822,99.72303160805046,72.18736507265633,3.4750683282113917,60.49463851760702,0.1,28.453954614750682,56.239217972047086,False,False,False,False,False,False,False,False
FRA,2008,11.442452398377773,84.03864876259354,57.32405887492129,3.536361936516623,45.19010912548227,0.5063934946015827,15.874779699268611,65.01497076580047,False,False,False,False,False,False,False,False
FRA,2009,13.080137995303446,100.20349000929197,74.03387789663311,3.544037903595665,69.67332376953254,0.7690517947596596,19.240922993353475,56.4042334037879,False,False,False,False,False,False,False,False
FRA,2010,12.960622909872308,100.03074075318351,75.33730934393346,3.632582194870823,59.40847120629443,0.5056548868834543,34.76568316956622,61.43562082600912,False,False,False,False,False,False,False,False
FRA,2011,11.897469209535572,88.03821301643333,61.28919848124016,3.1115720035317507,46.32894514750814,0.19169745772221258,24.393100201843573,73.32044673504294,False,False,False,False,False,False,False,False
FRA,2012,12.641908950473056,100.367661669444,77.78493060012866,3.4249860456203143,59.19414755117671,0.7432424819479346,36.52170121439076,51.68754005982163,False,False,False,False,False,False,False,False
FRA,2013,12.672710070935441,99.83567428481817,74.38393143162851,3.733898159680802,67.86185247671764,0.9187051432369868,21.58280903889525,55.970649667519055,False,False,False,False,False,False,False,False
FRA,2014,12.629695338436024,99.76301429633884,73.38079296015671,3.627218313339227,63.2777054880222,0.5019266809432813,29.558185203973323,58.149944850589364,False,False,False,False,False,False,False,False
FRA,2015,12.92236118119987,100.63945886820188,76.39390880902147,3.399854153073197,59.35618713597463,0.6343150777430833,24.030374968004722,60.714715473818536,False,False,False,False,False,False,False,False
FRA,2016,13.191415330432227,100.20033778997778,73.42443249618353,3.313745720524665,48.124201137745274,0.7243730768352601,40.370413348749864,55.403077042067885,False,False,False,False,False,False,False,False
FRA,2017,13.330287890499571,100.78333898168823,74.0693790864399,3.4682154937087595,61.52243796896744,0.6403079515296299,31.54025269752051,58.041757162891045,False,False,False,False,False,False,False,False
FRA,2018,13.186471566956815,99.85215586558255,75.75420078780438,3.4912211558945065,49.361805190758716,0.8785764502141975,27.02169352978254,66.87219046585409,False,False,False,False,False,False,False,False
FRA,2019,13.316817042719816,100.08929556565167,76.04224485675867,3.693564675785017,58.81596947815604,0.4546180149039465,32.96778361140431,45.2980568266786,False,False,False,False,False,False,False,False
FRA,2020,11.82489250949027,81.87256594738685,53.621598604977535,3.9481060978897236,35.99340585757453,0.7587180417148276,19.12109387478424,79.45809241761782,False,False,False,False,False,False,False,False
FRA,2021,13.2175287360544,100.20647131484598,76.60081905045537,3.726287398944072,62.108689245249494,0.8210450714949282,29.18466518028118,56.27548677596776,False,False,False,False,False,False,False,False
FRA,2022,12.762274023700012,99.87681538814438,71.21277066609242,3.5639881122118817,63.95547401059443,0.7812710412879675,21.962200678155128,56.186376107168925,False,False,False,False,False,False,False,False
FRA,2023,13.248842452579524,99.92246954449088,76.27083606041845,3.128222481543958,68.1639515750319,0.1073538802642664,15.0,60.91924772376847,False,False,False,False,False,False,False,False
IND,2000,8.104829707637313,9.70501828862077,51.42907330806866,1.6010940318333253,62.3544958030726,0.34731091228775035,26.52643434455471,43.36287024754758,False,False,False,False,False,False,False,False
IND,2001,7.5887900338089,10.672618400394683,49.01631585046125,1.5310381367717958,64.95058958800581,0.23986093528672991,23.270645382633926,41.72296856111401,False,False,False,False,False,False,False,False
IND,2002,8.131280664500963,10.116153946820527,51.17139454978667,1.4793556494135007,45.36709705034143,0.45971625134410876,34.82698742295585,49.94452288722487,False,False,False,False,False,False,False,False
IND,2003,8.044328795480718,10.118389424443357,51.847313449313425,1.7407768874337632,60.003167753139586,0.6803620246787344,27.247315752542082,40.11715029634337,False,False,False,False,False,False,False,False
IND,2004,7.7733757954884934,10.871480520682447,51.8666214321302,1.2722333764438463,64.02288370344728,0.17844283008795336,31.882047630487584,41.391793782569955,False,False,False,False,False,False,False,False
IND,2005,7.405294053566336,10.985603771953578,49.01414457275305,1.6206374862164685,60.24551505237433,0.1993437632655582,28.857000423299908,41.02260250156595,False,False,False,False,False,False,False,False
IND,2006,9.206307710806458,10.470762572738813,50.06739767843614,1.609423823035042,64.29228789264747,0.7154557177123804,33.3643061798341,47.36725653496551,False,False,False,False,False,False,False,False
IND,2007,8.050928147630993,10.929412090897113,50.49428252370955,1.5101775403712037,61.04004998622245,0.5731859593725501,21.99548010761742,41.686011900879016,False,False,False,False,False,False,False,False
IND,2008,7.312502810331438,7.571832839178299,38.0476211933148,1.6698313956352357,35.65852775809587,0.31509157758815676,21.844931385011304,58.56614766119662,False,False,False,False,False,False,False,False
IND,2009,8.249110874248393,10.68408942311276,47.56742746636898,1.2484844282170768,65.9240070995346,0.47721469290724317,25.824285491849885,53.35815488677909,False,False,False,False,False,False,False,False
IND,2010,7.19616948644097,10.110844347337435,49.429882894995515,1.4285109154379145,46.72882853202296,0.9600301103888976,22.880214237749275,43.93339068306234,False,False,False,False,False,False,False,False
IND,2011,7.318255122459628,9.110756126438941,37.068614094365984,1.687980605209372,46.465060124303406,0.30140534666101726,22.490605221675626,53.190377509402346,False,False,False,False,False,False,False,False
IND,2012,8.902174054893372,9.88545772496362,47.13069086954597,1.5944812555760755,58.121651816861075,0.49978742162700623,23.747961330151412,47.41806130542147,False,False,False,False,False,False,False,False
